datetime, count
01-11-2024 13:37,1
01-11-2024 13:38,8
01-11-2024 13:38,9
01-11-2024 13:39,5
01-11-2024 13:47,14
01-11-2024 13:47,8
01-11-2024 13:48,1
01-11-2024 13:49,1
01-11-2024 13:49,1
01-11-2024 13:50,1
01-11-2024 13:50,1
2024-11-09 20:05:06 ,5
2024-11-09 20:06:21 ,5
2024-11-09 20:06:49 ,1
